"purchase_date","promo_code","promo_ratio","total_price","sales_after_promo"
"2022-08-03","GRATIS_ONGKIR","APPLY_PROMO",188000,183000
"2022-08-03","TANPA_PROMO","TANPA_PROMO",74950,74950
"2022-08-03","GRATIS_ONGKIR","APPLY_PROMO",345000,340000
"2022-08-03","TANPA_PROMO","TANPA_PROMO",1440000,1440000
"2022-08-03","TANPA_PROMO","TANPA_PROMO",68700,68700
"2022-08-03","GRATIS_ONGKIR","APPLY_PROMO",81180,76180
"2022-08-03","GRATIS_ONGKIR","APPLY_PROMO",19000,14000
"2022-08-03","GRATIS_ONGKIR","APPLY_PROMO",96000,91000
"2022-08-03","GRATIS_ONGKIR","APPLY_PROMO",34000,29000
"2022-08-03","TANPA_PROMO","TANPA_PROMO",1245000,1245000
"2022-08-03","GRATIS_ONGKIR","APPLY_PROMO",65000,60000
"2022-08-03","GRATIS_ONGKIR","APPLY_PROMO",538850,533850
"2022-08-03","GRATIS_ONGKIR","APPLY_PROMO",59700,54700
"2022-08-03","TANPA_PROMO","TANPA_PROMO",129000,129000
"2022-08-03","GRATIS_ONGKIR","APPLY_PROMO",123200,118200
"2022-08-03","TANPA_PROMO","TANPA_PROMO",24900,24900
"2022-08-03","GRATIS_ONGKIR","APPLY_PROMO",250000,245000
"2022-08-04","TANPA_PROMO","TANPA_PROMO",340000,340000
"2022-08-04","TANPA_PROMO","TANPA_PROMO",72680,72680
"2022-08-04","GRATIS_ONGKIR","APPLY_PROMO",17900,12900
"2022-08-04","GRATIS_ONGKIR","APPLY_PROMO",56900,51900
"2022-08-04","TANPA_PROMO","TANPA_PROMO",179000,179000
"2022-08-04","GRATIS_ONGKIR","APPLY_PROMO",281940,276940
"2022-08-04","GRATIS_ONGKIR","APPLY_PROMO",155000,150000
"2022-08-04","TANPA_PROMO","TANPA_PROMO",37990,37990
"2022-08-04","GRATIS_ONGKIR","APPLY_PROMO",252450,247450
"2022-08-04","TANPA_PROMO","TANPA_PROMO",124800,124800
"2022-08-04","GRATIS_ONGKIR","APPLY_PROMO",130000,125000
"2022-08-04","TANPA_PROMO","TANPA_PROMO",132500,132500
"2022-08-04","GRATIS_ONGKIR","APPLY_PROMO",385800,380800
"2022-08-04","TANPA_PROMO","TANPA_PROMO",64500,64500
"2022-08-04","GRATIS_ONGKIR","APPLY_PROMO",17160,12160
"2022-08-04","TANPA_PROMO","TANPA_PROMO",210000,210000
"2022-08-04","GRATIS_ONGKIR","APPLY_PROMO",376000,371000
"2022-08-04","GRATIS_ONGKIR","APPLY_PROMO",116000,111000
"2022-08-04","TANPA_PROMO","TANPA_PROMO",64150,64150
"2022-08-04","TANPA_PROMO","TANPA_PROMO",165000,165000
"2022-08-04","TANPA_PROMO","TANPA_PROMO",134700,134700
"2022-08-04","GRATIS_ONGKIR","APPLY_PROMO",36000,31000
"2022-08-04","TANPA_PROMO","TANPA_PROMO",47900,47900
"2022-08-04","GRATIS_ONGKIR","APPLY_PROMO",129000,124000
"2022-08-04","TANPA_PROMO","TANPA_PROMO",79800,79800
"2022-08-04","TANPA_PROMO","TANPA_PROMO",131400,131400
"2022-08-04","GRATIS_ONGKIR","APPLY_PROMO",693000,688000
"2022-08-04","GRATIS_ONGKIR","APPLY_PROMO",187200,182200
"2022-08-04","TANPA_PROMO","TANPA_PROMO",131400,131400
"2022-08-04","TANPA_PROMO","TANPA_PROMO",108750,108750
"2022-08-04","TANPA_PROMO","TANPA_PROMO",498000,498000
"2022-08-04","TANPA_PROMO","TANPA_PROMO",165000,165000
"2022-08-04","GRATIS_ONGKIR","APPLY_PROMO",72680,67680
"2022-08-04","GRATIS_ONGKIR","APPLY_PROMO",179800,174800
"2022-08-05","TANPA_PROMO","TANPA_PROMO",399998,399998
"2022-08-05","GRATIS_ONGKIR","APPLY_PROMO",151800,146800
"2022-08-05","TANPA_PROMO","TANPA_PROMO",318000,318000
"2022-08-05","TANPA_PROMO","TANPA_PROMO",2050000,2050000
"2022-08-05","TANPA_PROMO","TANPA_PROMO",290000,290000
"2022-08-05","TANPA_PROMO","TANPA_PROMO",135000,135000
"2022-08-05","TANPA_PROMO","TANPA_PROMO",199999,199999
"2022-08-05","TANPA_PROMO","TANPA_PROMO",35500,35500
"2022-08-05","GRATIS_ONGKIR","APPLY_PROMO",447000,442000
"2022-08-05","GRATIS_ONGKIR","APPLY_PROMO",115999,110999
"2022-08-05","GRATIS_ONGKIR","APPLY_PROMO",267000,262000
"2022-08-05","TANPA_PROMO","TANPA_PROMO",4977000,4977000
"2022-08-05","GRATIS_ONGKIR","APPLY_PROMO",46000,41000
"2022-08-05","TANPA_PROMO","TANPA_PROMO",195000,195000
"2022-08-05","GRATIS_ONGKIR","APPLY_PROMO",510000,505000
"2022-08-05","GRATIS_ONGKIR","APPLY_PROMO",161592,156592
"2022-08-05","TANPA_PROMO","TANPA_PROMO",23980,23980
"2022-08-05","TANPA_PROMO","TANPA_PROMO",93300,93300
"2022-08-05","TANPA_PROMO","TANPA_PROMO",218000,218000
"2022-08-05","TANPA_PROMO","TANPA_PROMO",228000,228000
"2022-08-05","GRATIS_ONGKIR","APPLY_PROMO",2694000,2689000
"2022-08-05","TANPA_PROMO","TANPA_PROMO",327000,327000
"2022-08-05","GRATIS_ONGKIR","APPLY_PROMO",125100,120100
"2022-08-05","GRATIS_ONGKIR","APPLY_PROMO",30000,25000
"2022-08-05","TANPA_PROMO","TANPA_PROMO",315000,315000
"2022-08-05","GRATIS_ONGKIR","APPLY_PROMO",89700,84700
"2022-08-05","TANPA_PROMO","TANPA_PROMO",224000,224000
"2022-08-05","TANPA_PROMO","TANPA_PROMO",100000,100000
"2022-08-05","GRATIS_ONGKIR","APPLY_PROMO",2700,-2300
"2022-08-05","GRATIS_ONGKIR","APPLY_PROMO",59900,54900
"2022-08-05","GRATIS_ONGKIR","APPLY_PROMO",4760,-240
"2022-08-05","TANPA_PROMO","TANPA_PROMO",199000,199000
"2022-08-05","GRATIS_ONGKIR","APPLY_PROMO",192000,187000
"2022-08-06","TANPA_PROMO","TANPA_PROMO",567000,567000
"2022-08-06","GRATIS_ONGKIR","APPLY_PROMO",780000,775000
"2022-08-06","GRATIS_ONGKIR","APPLY_PROMO",166650,161650
"2022-08-06","GRATIS_ONGKIR","APPLY_PROMO",689997,684997
"2022-08-06","GRATIS_ONGKIR","APPLY_PROMO",375000,370000
"2022-08-06","TANPA_PROMO","TANPA_PROMO",137000,137000
"2022-08-06","GRATIS_ONGKIR","APPLY_PROMO",374700,369700
"2022-08-06","TANPA_PROMO","TANPA_PROMO",10000,10000
"2022-08-06","TANPA_PROMO","TANPA_PROMO",55000,55000
"2022-08-06","TANPA_PROMO","TANPA_PROMO",166500,166500
"2022-08-06","GRATIS_ONGKIR","APPLY_PROMO",36800,31800
"2022-08-06","TANPA_PROMO","TANPA_PROMO",1245000,1245000
"2022-08-06","TANPA_PROMO","TANPA_PROMO",410000,410000
"2022-08-06","GRATIS_ONGKIR","APPLY_PROMO",77250,72250
"2022-08-06","GRATIS_ONGKIR","APPLY_PROMO",71000,66000
"2022-08-06","TANPA_PROMO","TANPA_PROMO",168000,168000
"2022-08-06","GRATIS_ONGKIR","APPLY_PROMO",77370,72370
"2022-08-06","GRATIS_ONGKIR","APPLY_PROMO",375000,370000
"2022-08-06","GRATIS_ONGKIR","APPLY_PROMO",520000,515000
"2022-08-06","GRATIS_ONGKIR","APPLY_PROMO",166500,161500
"2022-08-06","GRATIS_ONGKIR","APPLY_PROMO",73000,68000
"2022-08-06","GRATIS_ONGKIR","APPLY_PROMO",3318000,3313000
"2022-08-06","GRATIS_ONGKIR","APPLY_PROMO",262240,257240
"2022-08-06","GRATIS_ONGKIR","APPLY_PROMO",49500,44500
"2022-08-06","TANPA_PROMO","TANPA_PROMO",200700,200700
"2022-08-06","TANPA_PROMO","TANPA_PROMO",555000,555000
"2022-08-06","TANPA_PROMO","TANPA_PROMO",83980,83980
"2022-08-06","TANPA_PROMO","TANPA_PROMO",387600,387600
"2022-08-06","TANPA_PROMO","TANPA_PROMO",136500,136500
"2022-08-06","GRATIS_ONGKIR","APPLY_PROMO",116000,111000
"2022-08-06","GRATIS_ONGKIR","APPLY_PROMO",465000,460000
"2022-08-06","GRATIS_ONGKIR","APPLY_PROMO",140000,135000
"2022-08-06","GRATIS_ONGKIR","APPLY_PROMO",5070,70
"2022-08-07","TANPA_PROMO","TANPA_PROMO",255000,255000
"2022-08-07","TANPA_PROMO","TANPA_PROMO",475000,475000
"2022-08-07","TANPA_PROMO","TANPA_PROMO",231000,231000
"2022-08-07","GRATIS_ONGKIR","APPLY_PROMO",29900,24900
"2022-08-07","TANPA_PROMO","TANPA_PROMO",230000,230000
"2022-08-07","TANPA_PROMO","TANPA_PROMO",159600,159600
"2022-08-07","GRATIS_ONGKIR","APPLY_PROMO",318000,313000
"2022-08-07","GRATIS_ONGKIR","APPLY_PROMO",300000,295000
"2022-08-07","TANPA_PROMO","TANPA_PROMO",119998,119998
"2022-08-07","GRATIS_ONGKIR","APPLY_PROMO",1659000,1654000
"2022-08-07","TANPA_PROMO","TANPA_PROMO",415000,415000
"2022-08-07","GRATIS_ONGKIR","APPLY_PROMO",81368,76368
"2022-08-07","GRATIS_ONGKIR","APPLY_PROMO",9900,4900
"2022-08-07","GRATIS_ONGKIR","APPLY_PROMO",399998,394998
"2022-08-07","GRATIS_ONGKIR","APPLY_PROMO",69900,64900
"2022-08-07","GRATIS_ONGKIR","APPLY_PROMO",384000,379000
"2022-08-07","TANPA_PROMO","TANPA_PROMO",411000,411000
"2022-08-07","GRATIS_ONGKIR","APPLY_PROMO",62000,57000
"2022-08-07","GRATIS_ONGKIR","APPLY_PROMO",168000,163000
"2022-08-07","TANPA_PROMO","TANPA_PROMO",379800,379800
"2022-08-07","GRATIS_ONGKIR","APPLY_PROMO",337500,332500
"2022-08-07","GRATIS_ONGKIR","APPLY_PROMO",152000,147000
"2022-08-07","GRATIS_ONGKIR","APPLY_PROMO",76000,71000
"2022-08-07","GRATIS_ONGKIR","APPLY_PROMO",61998,56998
"2022-08-07","GRATIS_ONGKIR","APPLY_PROMO",9200,4200
"2022-08-07","GRATIS_ONGKIR","APPLY_PROMO",65000,60000
"2022-08-08","GRATIS_ONGKIR","APPLY_PROMO",1437000,1432000
"2022-08-08","TANPA_PROMO","TANPA_PROMO",18693,18693
"2022-08-08","GRATIS_ONGKIR","APPLY_PROMO",297040,292040
"2022-08-08","TANPA_PROMO","TANPA_PROMO",24796,24796
"2022-08-08","TANPA_PROMO","TANPA_PROMO",880000,880000
"2022-08-08","GRATIS_ONGKIR","APPLY_PROMO",318000,313000
"2022-08-08","GRATIS_ONGKIR","APPLY_PROMO",34000,29000
"2022-08-08","GRATIS_ONGKIR","APPLY_PROMO",356644,351644
"2022-08-08","GRATIS_ONGKIR","APPLY_PROMO",110000,105000
"2022-08-08","GRATIS_ONGKIR","APPLY_PROMO",880000,875000
"2022-08-08","GRATIS_ONGKIR","APPLY_PROMO",390000,385000
"2022-08-08","TANPA_PROMO","TANPA_PROMO",59800,59800
"2022-08-08","TANPA_PROMO","TANPA_PROMO",90000,90000
"2022-08-08","GRATIS_ONGKIR","APPLY_PROMO",217500,212500
"2022-08-08","GRATIS_ONGKIR","APPLY_PROMO",506250,501250
"2022-08-08","TANPA_PROMO","TANPA_PROMO",420000,420000
"2022-08-08","GRATIS_ONGKIR","APPLY_PROMO",899900,894900
"2022-08-08","TANPA_PROMO","TANPA_PROMO",164445,164445
"2022-08-08","TANPA_PROMO","TANPA_PROMO",75999,75999
"2022-08-08","GRATIS_ONGKIR","APPLY_PROMO",222000,217000
"2022-08-08","TANPA_PROMO","TANPA_PROMO",124800,124800
"2022-08-08","GRATIS_ONGKIR","APPLY_PROMO",1400,-3600
"2022-08-08","TANPA_PROMO","TANPA_PROMO",60000,60000
"2022-08-08","TANPA_PROMO","TANPA_PROMO",135000,135000
"2022-08-09","TANPA_PROMO","TANPA_PROMO",19900,19900
"2022-08-09","TANPA_PROMO","TANPA_PROMO",3030000,3030000
"2022-08-09","TANPA_PROMO","TANPA_PROMO",958000,958000
"2022-08-09","GRATIS_ONGKIR","APPLY_PROMO",39405,34405
"2022-08-09","GRATIS_ONGKIR","APPLY_PROMO",480000,475000
"2022-08-09","TANPA_PROMO","TANPA_PROMO",92000,92000
"2022-08-09","TANPA_PROMO","TANPA_PROMO",125970,125970
"2022-08-09","TANPA_PROMO","TANPA_PROMO",197938,197938
"2022-08-09","GRATIS_ONGKIR","APPLY_PROMO",155046,150046
"2022-08-09","TANPA_PROMO","TANPA_PROMO",258540,258540
"2022-08-09","GRATIS_ONGKIR","APPLY_PROMO",250200,245200
"2022-08-09","TANPA_PROMO","TANPA_PROMO",26888,26888
"2022-08-09","TANPA_PROMO","TANPA_PROMO",81368,81368
"2022-08-09","GRATIS_ONGKIR","APPLY_PROMO",104000,99000
"2022-08-09","GRATIS_ONGKIR","APPLY_PROMO",37900,32900
"2022-08-09","GRATIS_ONGKIR","APPLY_PROMO",960000,955000
"2022-08-09","TANPA_PROMO","TANPA_PROMO",506997,506997
"2022-08-10","GRATIS_ONGKIR","APPLY_PROMO",72680,67680
"2022-08-10","TANPA_PROMO","TANPA_PROMO",300000,300000
"2022-08-10","GRATIS_ONGKIR","APPLY_PROMO",7140,2140
"2022-08-10","TANPA_PROMO","TANPA_PROMO",398000,398000
"2022-08-10","TANPA_PROMO","TANPA_PROMO",156000,156000
"2022-08-10","TANPA_PROMO","TANPA_PROMO",255000,255000
"2022-08-10","GRATIS_ONGKIR","APPLY_PROMO",359700,354700
"2022-08-10","GRATIS_ONGKIR","APPLY_PROMO",447000,442000
"2022-08-10","TANPA_PROMO","TANPA_PROMO",295850,295850
"2022-08-10","GRATIS_ONGKIR","APPLY_PROMO",139800,134800
"2022-08-10","GRATIS_ONGKIR","APPLY_PROMO",275000,270000
"2022-08-10","GRATIS_ONGKIR","APPLY_PROMO",299800,294800
"2022-08-10","GRATIS_ONGKIR","APPLY_PROMO",50000,45000
"2022-08-10","TANPA_PROMO","TANPA_PROMO",270580,270580
"2022-08-10","GRATIS_ONGKIR","APPLY_PROMO",39001,34001
"2022-08-10","TANPA_PROMO","TANPA_PROMO",435000,435000
"2022-08-10","TANPA_PROMO","TANPA_PROMO",311700,311700
"2022-08-10","TANPA_PROMO","TANPA_PROMO",379800,379800
"2022-08-10","GRATIS_ONGKIR","APPLY_PROMO",478800,473800
"2022-08-10","TANPA_PROMO","TANPA_PROMO",448000,448000
"2022-08-10","TANPA_PROMO","TANPA_PROMO",36374,36374
"2022-08-10","GRATIS_ONGKIR","APPLY_PROMO",29600,24600
"2022-08-10","TANPA_PROMO","TANPA_PROMO",1950000,1950000
"2022-08-10","GRATIS_ONGKIR","APPLY_PROMO",387600,382600
"2022-08-10","TANPA_PROMO","TANPA_PROMO",121000,121000
"2022-08-10","GRATIS_ONGKIR","APPLY_PROMO",110000,105000
"2022-08-10","TANPA_PROMO","TANPA_PROMO",19800,19800
"2022-08-10","GRATIS_ONGKIR","APPLY_PROMO",21000,16000
"2022-08-10","TANPA_PROMO","TANPA_PROMO",22000,22000
"2022-08-10","TANPA_PROMO","TANPA_PROMO",450000,450000
"2022-08-10","TANPA_PROMO","TANPA_PROMO",55000,55000
"2022-08-10","TANPA_PROMO","TANPA_PROMO",128000,128000
"2022-08-11","TANPA_PROMO","TANPA_PROMO",195000,195000
"2022-08-11","GRATIS_ONGKIR","APPLY_PROMO",84750,79750
"2022-08-11","TANPA_PROMO","TANPA_PROMO",194000,194000
"2022-08-11","TANPA_PROMO","TANPA_PROMO",124900,124900
"2022-08-11","TANPA_PROMO","TANPA_PROMO",239850,239850
"2022-08-11","TANPA_PROMO","TANPA_PROMO",209700,209700
"2022-08-11","GRATIS_ONGKIR","APPLY_PROMO",127980,122980
"2022-08-11","TANPA_PROMO","TANPA_PROMO",520000,520000
"2022-08-11","TANPA_PROMO","TANPA_PROMO",139800,139800
"2022-08-11","GRATIS_ONGKIR","APPLY_PROMO",125000,120000
"2022-08-11","TANPA_PROMO","TANPA_PROMO",207000,207000
"2022-08-11","TANPA_PROMO","TANPA_PROMO",143664,143664
"2022-08-11","GRATIS_ONGKIR","APPLY_PROMO",149900,144900
"2022-08-11","GRATIS_ONGKIR","APPLY_PROMO",145000,140000
"2022-08-11","TANPA_PROMO","TANPA_PROMO",894000,894000
"2022-08-11","TANPA_PROMO","TANPA_PROMO",172500,172500
"2022-08-11","TANPA_PROMO","TANPA_PROMO",338850,338850
"2022-08-11","TANPA_PROMO","TANPA_PROMO",133800,133800
"2022-08-11","TANPA_PROMO","TANPA_PROMO",138500,138500
"2022-08-11","TANPA_PROMO","TANPA_PROMO",345000,345000
"2022-08-11","GRATIS_ONGKIR","APPLY_PROMO",712500,707500
"2022-08-11","TANPA_PROMO","TANPA_PROMO",750000,750000
"2022-08-11","GRATIS_ONGKIR","APPLY_PROMO",1670,-3330
"2022-08-11","GRATIS_ONGKIR","APPLY_PROMO",195000,190000
"2022-08-11","TANPA_PROMO","TANPA_PROMO",12125,12125
"2022-08-11","GRATIS_ONGKIR","APPLY_PROMO",295850,290850
"2022-08-11","GRATIS_ONGKIR","APPLY_PROMO",291000,286000
"2022-08-11","GRATIS_ONGKIR","APPLY_PROMO",11250,6250
"2022-08-11","TANPA_PROMO","TANPA_PROMO",415500,415500
"2022-08-11","GRATIS_ONGKIR","APPLY_PROMO",24250,19250
"2022-08-12","GRATIS_ONGKIR","APPLY_PROMO",99000,94000
"2022-08-12","GRATIS_ONGKIR","APPLY_PROMO",442260,437260
"2022-08-12","TANPA_PROMO","TANPA_PROMO",299800,299800
"2022-08-12","GRATIS_ONGKIR","APPLY_PROMO",137700,132700
"2022-08-12","GRATIS_ONGKIR","APPLY_PROMO",119998,114998
"2022-08-12","GRATIS_ONGKIR","APPLY_PROMO",297000,292000
"2022-08-12","TANPA_PROMO","TANPA_PROMO",169000,169000
"2022-08-12","GRATIS_ONGKIR","APPLY_PROMO",217500,212500
"2022-08-12","TANPA_PROMO","TANPA_PROMO",74000,74000
"2022-08-12","GRATIS_ONGKIR","APPLY_PROMO",112000,107000
"2022-08-12","TANPA_PROMO","TANPA_PROMO",220000,220000
"2022-08-12","GRATIS_ONGKIR","APPLY_PROMO",90000,85000
"2022-08-12","TANPA_PROMO","TANPA_PROMO",131000,131000
"2022-08-12","TANPA_PROMO","TANPA_PROMO",29700,29700
"2022-08-12","GRATIS_ONGKIR","APPLY_PROMO",112000,107000
"2022-08-12","TANPA_PROMO","TANPA_PROMO",21500,21500
"2022-08-12","TANPA_PROMO","TANPA_PROMO",3750,3750
"2022-08-12","GRATIS_ONGKIR","APPLY_PROMO",55000,50000
"2022-08-12","GRATIS_ONGKIR","APPLY_PROMO",168750,163750
"2022-08-12","GRATIS_ONGKIR","APPLY_PROMO",390000,385000
"2022-08-12","GRATIS_ONGKIR","APPLY_PROMO",37386,32386
"2022-08-12","TANPA_PROMO","TANPA_PROMO",59900,59900
"2022-08-12","GRATIS_ONGKIR","APPLY_PROMO",338000,333000
"2022-08-12","TANPA_PROMO","TANPA_PROMO",117003,117003
"2022-08-12","GRATIS_ONGKIR","APPLY_PROMO",487500,482500
"2022-08-12","TANPA_PROMO","TANPA_PROMO",270200,270200
"2022-08-12","GRATIS_ONGKIR","APPLY_PROMO",12125,7125
"2022-08-12","GRATIS_ONGKIR","APPLY_PROMO",100000,95000
"2022-08-12","TANPA_PROMO","TANPA_PROMO",65000,65000
"2022-08-12","TANPA_PROMO","TANPA_PROMO",14622,14622
"2022-08-12","TANPA_PROMO","TANPA_PROMO",270000,270000
"2022-08-12","TANPA_PROMO","TANPA_PROMO",9748,9748
"2022-08-13","GRATIS_ONGKIR","APPLY_PROMO",115000,110000
"2022-08-13","TANPA_PROMO","TANPA_PROMO",49000,49000
"2022-08-13","GRATIS_ONGKIR","APPLY_PROMO",150000,145000
"2022-08-13","GRATIS_ONGKIR","APPLY_PROMO",299999,294999
"2022-08-13","GRATIS_ONGKIR","APPLY_PROMO",84750,79750
"2022-08-13","GRATIS_ONGKIR","APPLY_PROMO",89000,84000
"2022-08-13","GRATIS_ONGKIR","APPLY_PROMO",154440,149440
"2022-08-13","GRATIS_ONGKIR","APPLY_PROMO",712500,707500
"2022-08-13","GRATIS_ONGKIR","APPLY_PROMO",358000,353000
"2022-08-13","GRATIS_ONGKIR","APPLY_PROMO",480000,475000
"2022-08-13","TANPA_PROMO","TANPA_PROMO",290000,290000
"2022-08-13","GRATIS_ONGKIR","APPLY_PROMO",338850,333850
"2022-08-13","TANPA_PROMO","TANPA_PROMO",337998,337998
"2022-08-13","TANPA_PROMO","TANPA_PROMO",1347000,1347000
"2022-08-13","GRATIS_ONGKIR","APPLY_PROMO",50000,45000
"2022-08-13","GRATIS_ONGKIR","APPLY_PROMO",4977000,4972000
"2022-08-13","GRATIS_ONGKIR","APPLY_PROMO",259000,254000
"2022-08-13","GRATIS_ONGKIR","APPLY_PROMO",197619,192619
"2022-08-13","TANPA_PROMO","TANPA_PROMO",55365,55365
"2022-08-13","TANPA_PROMO","TANPA_PROMO",231000,231000
"2022-08-13","TANPA_PROMO","TANPA_PROMO",145000,145000
"2022-08-13","TANPA_PROMO","TANPA_PROMO",110000,110000
"2022-08-13","GRATIS_ONGKIR","APPLY_PROMO",390000,385000
"2022-08-13","TANPA_PROMO","TANPA_PROMO",99000,99000
"2022-08-13","GRATIS_ONGKIR","APPLY_PROMO",90000,85000
"2022-08-13","TANPA_PROMO","TANPA_PROMO",65172,65172
"2022-08-13","TANPA_PROMO","TANPA_PROMO",43000,43000
"2022-08-13","GRATIS_ONGKIR","APPLY_PROMO",130000,125000
"2022-08-13","GRATIS_ONGKIR","APPLY_PROMO",1400,-3600
"2022-08-13","TANPA_PROMO","TANPA_PROMO",284000,284000
"2022-08-13","TANPA_PROMO","TANPA_PROMO",98750,98750
"2022-08-13","GRATIS_ONGKIR","APPLY_PROMO",69642,64642
"2022-08-14","GRATIS_ONGKIR","APPLY_PROMO",144000,139000
"2022-08-14","TANPA_PROMO","TANPA_PROMO",231750,231750
"2022-08-14","GRATIS_ONGKIR","APPLY_PROMO",179800,174800
"2022-08-14","GRATIS_ONGKIR","APPLY_PROMO",296250,291250
"2022-08-14","GRATIS_ONGKIR","APPLY_PROMO",296250,291250
"2022-08-14","GRATIS_ONGKIR","APPLY_PROMO",14800,9800
"2022-08-14","GRATIS_ONGKIR","APPLY_PROMO",75000,70000
"2022-08-14","TANPA_PROMO","TANPA_PROMO",55200,55200
"2022-08-14","GRATIS_ONGKIR","APPLY_PROMO",48960,43960
"2022-08-14","GRATIS_ONGKIR","APPLY_PROMO",110000,105000
"2022-08-14","TANPA_PROMO","TANPA_PROMO",30000,30000
"2022-08-14","TANPA_PROMO","TANPA_PROMO",278500,278500
"2022-08-14","GRATIS_ONGKIR","APPLY_PROMO",51480,46480
"2022-08-14","TANPA_PROMO","TANPA_PROMO",110000,110000
"2022-08-14","GRATIS_ONGKIR","APPLY_PROMO",375000,370000
"2022-08-14","TANPA_PROMO","TANPA_PROMO",62200,62200
"2022-08-14","TANPA_PROMO","TANPA_PROMO",9900,9900
"2022-08-14","TANPA_PROMO","TANPA_PROMO",825000,825000
"2022-08-14","GRATIS_ONGKIR","APPLY_PROMO",290982,285982
"2022-08-14","TANPA_PROMO","TANPA_PROMO",118000,118000
"2022-08-14","TANPA_PROMO","TANPA_PROMO",208500,208500
"2022-08-14","GRATIS_ONGKIR","APPLY_PROMO",48450,43450
"2022-08-14","TANPA_PROMO","TANPA_PROMO",42660,42660
"2022-08-15","GRATIS_ONGKIR","APPLY_PROMO",168300,163300
"2022-08-15","TANPA_PROMO","TANPA_PROMO",202710,202710
"2022-08-15","GRATIS_ONGKIR","APPLY_PROMO",161999,156999
"2022-08-15","TANPA_PROMO","TANPA_PROMO",450000,450000
"2022-08-15","GRATIS_ONGKIR","APPLY_PROMO",20000,15000
"2022-08-15","TANPA_PROMO","TANPA_PROMO",224400,224400
"2022-08-15","TANPA_PROMO","TANPA_PROMO",240000,240000
"2022-08-15","GRATIS_ONGKIR","APPLY_PROMO",124000,119000
"2022-08-15","TANPA_PROMO","TANPA_PROMO",493000,493000
"2022-08-15","TANPA_PROMO","TANPA_PROMO",76000,76000
"2022-08-15","TANPA_PROMO","TANPA_PROMO",38000,38000
"2022-08-15","GRATIS_ONGKIR","APPLY_PROMO",7100000,7095000
"2022-08-15","GRATIS_ONGKIR","APPLY_PROMO",162360,157360
"2022-08-15","GRATIS_ONGKIR","APPLY_PROMO",60000,55000
"2022-08-15","GRATIS_ONGKIR","APPLY_PROMO",84150,79150
"2022-08-15","TANPA_PROMO","TANPA_PROMO",78790,78790
"2022-08-15","GRATIS_ONGKIR","APPLY_PROMO",297000,292000
"2022-08-15","TANPA_PROMO","TANPA_PROMO",61998,61998
"2022-08-15","TANPA_PROMO","TANPA_PROMO",84690,84690
"2022-08-15","GRATIS_ONGKIR","APPLY_PROMO",156000,151000
"2022-08-15","GRATIS_ONGKIR","APPLY_PROMO",687000,682000
"2022-08-15","TANPA_PROMO","TANPA_PROMO",780000,780000
"2022-08-15","GRATIS_ONGKIR","APPLY_PROMO",79800,74800
"2022-08-15","GRATIS_ONGKIR","APPLY_PROMO",300000,295000
"2022-08-15","GRATIS_ONGKIR","APPLY_PROMO",52000,47000
"2022-08-15","TANPA_PROMO","TANPA_PROMO",267000,267000
"2022-08-16","TANPA_PROMO","TANPA_PROMO",55365,55365
"2022-08-16","GRATIS_ONGKIR","APPLY_PROMO",99000,94000
"2022-08-16","GRATIS_ONGKIR","APPLY_PROMO",199000,194000
"2022-08-16","GRATIS_ONGKIR","APPLY_PROMO",6600,1600
"2022-08-16","TANPA_PROMO","TANPA_PROMO",120000,120000
"2022-08-16","GRATIS_ONGKIR","APPLY_PROMO",148725,143725
"2022-08-16","GRATIS_ONGKIR","APPLY_PROMO",229000,224000
"2022-08-16","GRATIS_ONGKIR","APPLY_PROMO",4950060,4945060
"2022-08-16","GRATIS_ONGKIR","APPLY_PROMO",1400,-3600
"2022-08-16","TANPA_PROMO","TANPA_PROMO",177000,177000
"2022-08-16","GRATIS_ONGKIR","APPLY_PROMO",43000,38000
"2022-08-16","TANPA_PROMO","TANPA_PROMO",59800,59800
"2022-08-16","TANPA_PROMO","TANPA_PROMO",27000,27000
"2022-08-16","TANPA_PROMO","TANPA_PROMO",197100,197100
"2022-08-16","TANPA_PROMO","TANPA_PROMO",149600,149600
"2022-08-16","GRATIS_ONGKIR","APPLY_PROMO",30999,25999
"2022-08-16","GRATIS_ONGKIR","APPLY_PROMO",93300,88300
"2022-08-16","TANPA_PROMO","TANPA_PROMO",68888,68888
"2022-08-16","TANPA_PROMO","TANPA_PROMO",39900,39900
"2022-08-16","GRATIS_ONGKIR","APPLY_PROMO",50000,45000
"2022-08-16","GRATIS_ONGKIR","APPLY_PROMO",376000,371000
"2022-08-16","GRATIS_ONGKIR","APPLY_PROMO",125000,120000
"2022-08-16","TANPA_PROMO","TANPA_PROMO",81180,81180
"2022-08-16","TANPA_PROMO","TANPA_PROMO",44000,44000
"2022-08-16","GRATIS_ONGKIR","APPLY_PROMO",525000,520000
"2022-08-16","GRATIS_ONGKIR","APPLY_PROMO",46942,41942
"2022-08-16","GRATIS_ONGKIR","APPLY_PROMO",64150,59150
"2022-08-17","TUJUHBELASAN","APPLY_PROMO",348750,338750
"2022-08-17","TANPA_PROMO","TANPA_PROMO",170000,170000
"2022-08-17","GRATIS_ONGKIR","APPLY_PROMO",4347000,4342000
"2022-08-17","GRATIS_ONGKIR","APPLY_PROMO",300000,295000
"2022-08-17","TANPA_PROMO","TANPA_PROMO",25000,25000
