"purchase_date","total_price","promo_code","discount","sales_after_promo"
"2022-08-07",9900,"GRATIS_ONGKIR",5000,4900
"2022-08-24",103900,"TANPA_PROMO",0,103900
"2022-08-03",24900,"TANPA_PROMO",0,24900
"2022-08-23",2700,"GRATIS_ONGKIR",5000,-2300
"2022-08-17",151500,"TANPA_PROMO",0,151500
"2022-08-04",131400,"TANPA_PROMO",0,131400
"2022-08-06",1245000,"TANPA_PROMO",0,1245000
"2022-08-01",1587000,"GRATIS_ONGKIR",5000,1582000
"2022-08-06",166500,"TANPA_PROMO",0,166500
"2022-08-22",77250,"TANPA_PROMO",0,77250
"2022-08-03",59700,"GRATIS_ONGKIR",5000,54700
"2022-08-24",1670,"GRATIS_ONGKIR",5000,-3330
"2022-08-15",687000,"GRATIS_ONGKIR",5000,682000
"2022-08-17",450000,"GRATIS_ONGKIR",5000,445000
"2022-08-22",338000,"TANPA_PROMO",0,338000
"2022-08-18",899997,"GRATIS_ONGKIR",5000,894997
"2022-08-30",47000,"TANPA_PROMO",0,47000
"2022-08-22",295500,"GRATIS_ONGKIR",5000,290500
"2022-08-02",239700,"TANPA_PROMO",0,239700
"2022-08-23",78999,"GRATIS_ONGKIR",5000,73999
"2022-08-13",150000,"GRATIS_ONGKIR",5000,145000
"2022-08-02",300000,"GRATIS_ONGKIR",5000,295000
"2022-08-18",250000,"GRATIS_ONGKIR",5000,245000
"2022-08-04",108750,"TANPA_PROMO",0,108750
"2022-08-20",7100000,"GRATIS_ONGKIR",5000,7095000
"2022-08-30",59900,"GRATIS_ONGKIR",5000,54900
"2022-08-04",498000,"TANPA_PROMO",0,498000
"2022-08-19",450000,"GRATIS_ONGKIR",5000,445000
"2022-08-06",374700,"GRATIS_ONGKIR",5000,369700
"2022-08-23",111100,"GRATIS_ONGKIR",5000,106100
"2022-08-25",128040,"TANPA_PROMO",0,128040
"2022-08-04",165000,"TANPA_PROMO",0,165000
"2022-08-19",185000,"TANPA_PROMO",0,185000
"2022-08-03",250000,"GRATIS_ONGKIR",5000,245000
"2022-08-30",435000,"TANPA_PROMO",0,435000
"2022-08-15",240000,"TANPA_PROMO",0,240000
"2022-08-14",51480,"GRATIS_ONGKIR",5000,46480
"2022-08-22",77370,"GRATIS_ONGKIR",5000,72370
"2022-08-03",258000,"TANPA_PROMO",0,258000
"2022-08-06",375000,"GRATIS_ONGKIR",5000,370000
"2022-08-19",56900,"TANPA_PROMO",0,56900
"2022-08-04",72680,"GRATIS_ONGKIR",5000,67680
"2022-08-05",125100,"GRATIS_ONGKIR",5000,120100
"2022-08-13",1347000,"TANPA_PROMO",0,1347000
"2022-08-01",7140,"AWAL_GAJIAN",15000,-7860
"2022-08-16",39900,"TANPA_PROMO",0,39900
"2022-08-18",959700,"TANPA_PROMO",0,959700
"2022-08-13",338850,"GRATIS_ONGKIR",5000,333850
"2022-08-06",83980,"TANPA_PROMO",0,83980
"2022-08-19",1400,"GRATIS_ONGKIR",5000,-3600
"2022-08-17",89800,"TANPA_PROMO",0,89800
"2022-08-24",423000,"TANPA_PROMO",0,423000
"2022-08-10",478800,"GRATIS_ONGKIR",5000,473800
"2022-08-20",184500,"TANPA_PROMO",0,184500
"2022-08-08",59800,"TANPA_PROMO",0,59800
"2022-08-04",179800,"GRATIS_ONGKIR",5000,174800
"2022-08-30",830000,"GRATIS_ONGKIR",5000,825000
"2022-08-06",200700,"TANPA_PROMO",0,200700
"2022-08-01",72680,"TANPA_PROMO",0,72680
"2022-08-14",48450,"GRATIS_ONGKIR",5000,43450
"2022-08-11",291000,"GRATIS_ONGKIR",5000,286000
"2022-08-05",199999,"TANPA_PROMO",0,199999
"2022-08-13",259000,"GRATIS_ONGKIR",5000,254000
"2022-08-20",97000,"TANPA_PROMO",0,97000
"2022-08-21",4050,"GRATIS_ONGKIR",5000,-950
"2022-08-15",20000,"GRATIS_ONGKIR",5000,15000
"2022-08-10",450000,"TANPA_PROMO",0,450000
"2022-08-10",435000,"TANPA_PROMO",0,435000
"2022-08-09",81368,"TANPA_PROMO",0,81368
"2022-08-03",1440000,"TANPA_PROMO",0,1440000
"2022-08-21",81368,"GRATIS_ONGKIR",5000,76368
"2022-08-17",130000,"TANPA_PROMO",0,130000
"2022-08-26",2250000,"TANPA_PROMO",0,2250000
"2022-08-19",555000,"TANPA_PROMO",0,555000
"2022-08-16",125000,"GRATIS_ONGKIR",5000,120000
"2022-08-06",77370,"GRATIS_ONGKIR",5000,72370
"2022-08-02",96994,"TANPA_PROMO",0,96994
"2022-08-13",154440,"GRATIS_ONGKIR",5000,149440
"2022-08-12",65000,"TANPA_PROMO",0,65000
"2022-08-15",76000,"TANPA_PROMO",0,76000
"2022-08-13",480000,"GRATIS_ONGKIR",5000,475000
"2022-08-17",1099900,"GRATIS_ONGKIR",5000,1094900
"2022-08-04",281940,"GRATIS_ONGKIR",5000,276940
"2022-08-12",220000,"TANPA_PROMO",0,220000
"2022-08-05",199000,"TANPA_PROMO",0,199000
"2022-08-27",166500,"GRATIS_ONGKIR",5000,161500
"2022-08-13",98750,"TANPA_PROMO",0,98750
"2022-08-19",9200,"GRATIS_ONGKIR",5000,4200
"2022-08-27",333000,"TANPA_PROMO",0,333000
"2022-08-31",75000,"TANPA_PROMO",0,75000
"2022-08-28",48500,"GRATIS_ONGKIR",5000,43500
"2022-08-30",21500,"GRATIS_ONGKIR",5000,16500
"2022-08-19",472500,"GRATIS_ONGKIR",5000,467500
"2022-08-31",398000,"GRATIS_ONGKIR",5000,393000
"2022-08-02",81368,"GRATIS_ONGKIR",5000,76368
"2022-08-02",4874,"GRATIS_ONGKIR",5000,-126
"2022-08-01",1950000,"TANPA_PROMO",0,1950000
"2022-08-10",50000,"GRATIS_ONGKIR",5000,45000
"2022-08-07",415000,"TANPA_PROMO",0,415000
"2022-08-19",137776,"TANPA_PROMO",0,137776
"2022-08-25",1200000,"GRATIS_ONGKIR",5000,1195000
"2022-08-21",299999,"GRATIS_ONGKIR",5000,294999
"2022-08-20",123200,"GRATIS_ONGKIR",5000,118200
"2022-08-25",125000,"GRATIS_ONGKIR",5000,120000
"2022-08-12",74000,"TANPA_PROMO",0,74000
"2022-08-03",538850,"GRATIS_ONGKIR",5000,533850
"2022-08-21",188000,"TANPA_PROMO",0,188000
"2022-08-29",64000,"GRATIS_ONGKIR",5000,59000
"2022-08-10",398000,"TANPA_PROMO",0,398000
"2022-08-04",187200,"GRATIS_ONGKIR",5000,182200
"2022-08-23",192060,"GRATIS_ONGKIR",5000,187060
"2022-08-26",378000,"GRATIS_ONGKIR",5000,373000
"2022-08-28",567000,"GRATIS_ONGKIR",5000,562000
"2022-08-20",43000,"GRATIS_ONGKIR",5000,38000
"2022-08-08",60000,"TANPA_PROMO",0,60000
"2022-08-05",224000,"TANPA_PROMO",0,224000
"2022-08-07",318000,"GRATIS_ONGKIR",5000,313000
"2022-08-30",538850,"TANPA_PROMO",0,538850
"2022-08-30",170000,"GRATIS_ONGKIR",5000,165000
"2022-08-05",399998,"TANPA_PROMO",0,399998
"2022-08-02",157500,"TANPA_PROMO",0,157500
"2022-08-19",615000,"GRATIS_ONGKIR",5000,610000
"2022-08-19",58000,"TANPA_PROMO",0,58000
"2022-08-12",55000,"GRATIS_ONGKIR",5000,50000
"2022-08-22",80664,"GRATIS_ONGKIR",5000,75664
"2022-08-31",525000,"TANPA_PROMO",0,525000
"2022-08-30",108000,"TANPA_PROMO",0,108000
"2022-08-25",128040,"TANPA_PROMO",0,128040
"2022-08-27",155000,"GRATIS_ONGKIR",5000,150000
"2022-08-18",54000,"TANPA_PROMO",0,54000
"2022-08-04",131400,"TANPA_PROMO",0,131400
"2022-08-30",60000,"GRATIS_ONGKIR",5000,55000
"2022-08-21",51000,"GRATIS_ONGKIR",5000,46000
"2022-08-09",39405,"GRATIS_ONGKIR",5000,34405
"2022-08-30",57000,"TANPA_PROMO",0,57000
"2022-08-03",1245000,"TANPA_PROMO",0,1245000
"2022-08-20",3661020,"TANPA_PROMO",0,3661020
"2022-08-01",113700,"TANPA_PROMO",0,113700
"2022-08-01",189900,"AWAL_GAJIAN",15000,174900
"2022-08-26",125000,"TANPA_PROMO",0,125000
"2022-08-12",487500,"GRATIS_ONGKIR",5000,482500
"2022-08-14",208500,"TANPA_PROMO",0,208500
"2022-08-07",152000,"GRATIS_ONGKIR",5000,147000
"2022-08-30",2380,"TANPA_PROMO",0,2380
"2022-08-22",499000,"GRATIS_ONGKIR",5000,494000
"2022-08-01",477000,"GRATIS_ONGKIR",5000,472000
"2022-08-27",107728,"TANPA_PROMO",0,107728
"2022-08-07",399998,"GRATIS_ONGKIR",5000,394998
"2022-08-08",899900,"GRATIS_ONGKIR",5000,894900
"2022-08-16",68888,"TANPA_PROMO",0,68888
"2022-08-18",169380,"TANPA_PROMO",0,169380
"2022-08-06",166500,"GRATIS_ONGKIR",5000,161500
"2022-08-19",478800,"GRATIS_ONGKIR",5000,473800
"2022-08-30",168750,"GRATIS_ONGKIR",5000,163750
"2022-08-24",340100,"GRATIS_ONGKIR",5000,335100
"2022-08-03",52000,"TANPA_PROMO",0,52000
"2022-08-09",960000,"GRATIS_ONGKIR",5000,955000
"2022-08-22",208500,"TANPA_PROMO",0,208500
"2022-08-14",179800,"GRATIS_ONGKIR",5000,174800
"2022-08-14",48960,"GRATIS_ONGKIR",5000,43960
"2022-08-27",110997,"GRATIS_ONGKIR",5000,105997
"2022-08-16",93300,"GRATIS_ONGKIR",5000,88300
"2022-08-30",318000,"TANPA_PROMO",0,318000
"2022-08-25",5970000,"GRATIS_ONGKIR",5000,5965000
"2022-08-18",44400,"TANPA_PROMO",0,44400
"2022-08-13",299999,"GRATIS_ONGKIR",5000,294999
"2022-08-30",330000,"GRATIS_ONGKIR",5000,325000
"2022-08-05",510000,"GRATIS_ONGKIR",5000,505000
"2022-08-29",113800,"GRATIS_ONGKIR",5000,108800
"2022-08-16",197100,"TANPA_PROMO",0,197100
"2022-08-29",155046,"TANPA_PROMO",0,155046
"2022-08-15",60000,"GRATIS_ONGKIR",5000,55000
"2022-08-25",166500,"GRATIS_ONGKIR",5000,161500
"2022-08-15",162360,"GRATIS_ONGKIR",5000,157360
"2022-08-13",337998,"TANPA_PROMO",0,337998
"2022-08-28",550000,"GRATIS_ONGKIR",5000,545000
"2022-08-09",26888,"TANPA_PROMO",0,26888
"2022-08-23",135140,"TANPA_PROMO",0,135140
"2022-08-17",375000,"GRATIS_ONGKIR",5000,370000
"2022-08-07",61998,"GRATIS_ONGKIR",5000,56998
"2022-08-19",294840,"TANPA_PROMO",0,294840
"2022-08-17",170000,"TUJUHBELASAN",10000,160000
"2022-08-23",156000,"TANPA_PROMO",0,156000
"2022-08-20",27000,"TANPA_PROMO",0,27000
"2022-08-02",219000,"GRATIS_ONGKIR",5000,214000
"2022-08-26",85000,"TANPA_PROMO",0,85000
"2022-08-30",143400,"TANPA_PROMO",0,143400
"2022-08-02",165000,"GRATIS_ONGKIR",5000,160000
"2022-08-19",750000,"TANPA_PROMO",0,750000
"2022-08-08",506250,"GRATIS_ONGKIR",5000,501250
"2022-08-22",270200,"GRATIS_ONGKIR",5000,265200
"2022-08-25",18400,"GRATIS_ONGKIR",5000,13400
"2022-08-06",387600,"TANPA_PROMO",0,387600
"2022-08-17",119600,"GRATIS_ONGKIR",5000,114600
"2022-08-15",300000,"GRATIS_ONGKIR",5000,295000
"2022-08-08",90000,"TANPA_PROMO",0,90000
"2022-08-29",131400,"GRATIS_ONGKIR",5000,126400
"2022-08-01",267000,"GRATIS_ONGKIR",5000,262000
"2022-08-29",390000,"TANPA_PROMO",0,390000
"2022-08-16",177000,"TANPA_PROMO",0,177000
"2022-08-16",1400,"GRATIS_ONGKIR",5000,-3600
"2022-08-06",465000,"GRATIS_ONGKIR",5000,460000
"2022-08-01",149600,"AWAL_GAJIAN",15000,134600
"2022-08-25",44000,"GRATIS_ONGKIR",5000,39000
"2022-08-28",69600,"TANPA_PROMO",0,69600
"2022-08-11",149900,"GRATIS_ONGKIR",5000,144900
"2022-08-28",250000,"TANPA_PROMO",0,250000
"2022-08-01",119900,"GRATIS_ONGKIR",5000,114900
"2022-08-10",121000,"TANPA_PROMO",0,121000
"2022-08-05",4760,"GRATIS_ONGKIR",5000,-240
"2022-08-26",375300,"TANPA_PROMO",0,375300
"2022-08-13",50000,"GRATIS_ONGKIR",5000,45000
"2022-08-15",52000,"GRATIS_ONGKIR",5000,47000
"2022-08-11",143664,"TANPA_PROMO",0,143664
"2022-08-08",390000,"GRATIS_ONGKIR",5000,385000
"2022-08-19",200000,"GRATIS_ONGKIR",5000,195000
"2022-08-15",202710,"TANPA_PROMO",0,202710
"2022-08-07",65000,"GRATIS_ONGKIR",5000,60000
"2022-08-30",103364,"TANPA_PROMO",0,103364
"2022-08-13",145000,"TANPA_PROMO",0,145000
"2022-08-22",442260,"TANPA_PROMO",0,442260
"2022-08-09",92000,"TANPA_PROMO",0,92000
"2022-08-27",24225,"GRATIS_ONGKIR",5000,19225
"2022-08-17",170000,"TANPA_PROMO",0,170000
"2022-08-05",192000,"GRATIS_ONGKIR",5000,187000
"2022-08-19",165000,"TANPA_PROMO",0,165000
"2022-08-20",45800,"TANPA_PROMO",0,45800
"2022-08-30",750000,"TANPA_PROMO",0,750000
"2022-08-31",291000,"GRATIS_ONGKIR",5000,286000
"2022-08-31",525,"GRATIS_ONGKIR",5000,-4475
"2022-08-25",1350,"GRATIS_ONGKIR",5000,-3650
"2022-08-11",1670,"GRATIS_ONGKIR",5000,-3330
"2022-08-04",116000,"GRATIS_ONGKIR",5000,111000
"2022-08-31",70800,"GRATIS_ONGKIR",5000,65800
"2022-08-09",155046,"GRATIS_ONGKIR",5000,150046
"2022-08-24",275000,"TANPA_PROMO",0,275000
"2022-08-24",154500,"GRATIS_ONGKIR",5000,149500
"2022-08-28",358000,"GRATIS_ONGKIR",5000,353000
"2022-08-23",139800,"GRATIS_ONGKIR",5000,134800
"2022-08-30",162500,"TANPA_PROMO",0,162500
"2022-08-10",39001,"GRATIS_ONGKIR",5000,34001
"2022-08-15",7100000,"GRATIS_ONGKIR",5000,7095000
"2022-08-03",19000,"GRATIS_ONGKIR",5000,14000
"2022-08-16",199000,"GRATIS_ONGKIR",5000,194000
"2022-08-07",159600,"TANPA_PROMO",0,159600
"2022-08-13",284000,"TANPA_PROMO",0,284000
"2022-08-26",38850,"GRATIS_ONGKIR",5000,33850
"2022-08-25",234000,"GRATIS_ONGKIR",5000,229000
"2022-08-22",78000,"GRATIS_ONGKIR",5000,73000
"2022-08-27",179700,"GRATIS_ONGKIR",5000,174700
"2022-08-30",2050000,"GRATIS_ONGKIR",5000,2045000
"2022-08-29",297000,"GRATIS_ONGKIR",5000,292000
"2022-08-29",155000,"TANPA_PROMO",0,155000
"2022-08-04",376000,"GRATIS_ONGKIR",5000,371000
"2022-08-17",800000,"TANPA_PROMO",0,800000
"2022-08-03",208500,"GRATIS_ONGKIR",5000,203500
"2022-08-22",148000,"GRATIS_ONGKIR",5000,143000
"2022-08-23",75000,"GRATIS_ONGKIR",5000,70000
"2022-08-11",239850,"TANPA_PROMO",0,239850
"2022-08-05",135000,"TANPA_PROMO",0,135000
"2022-08-31",1400,"TANPA_PROMO",0,1400
"2022-08-07",81368,"GRATIS_ONGKIR",5000,76368
"2022-08-30",70800,"TANPA_PROMO",0,70800
"2022-08-28",338850,"TANPA_PROMO",0,338850
"2022-08-05",290000,"TANPA_PROMO",0,290000
"2022-08-19",807000,"TANPA_PROMO",0,807000
"2022-08-13",110000,"TANPA_PROMO",0,110000
"2022-08-30",79000,"GRATIS_ONGKIR",5000,74000
"2022-08-01",333000,"AWAL_GAJIAN",15000,318000
"2022-08-17",73000,"TANPA_PROMO",0,73000
"2022-08-26",144000,"GRATIS_ONGKIR",5000,139000
"2022-08-02",299800,"TANPA_PROMO",0,299800
"2022-08-15",124000,"GRATIS_ONGKIR",5000,119000
"2022-08-17",83661,"GRATIS_ONGKIR",5000,78661
"2022-08-07",411000,"TANPA_PROMO",0,411000
"2022-08-10",55000,"TANPA_PROMO",0,55000
"2022-08-28",24250,"TANPA_PROMO",0,24250
"2022-08-18",75000,"GRATIS_ONGKIR",5000,70000
"2022-08-26",2700,"TANPA_PROMO",0,2700
"2022-08-05",315000,"TANPA_PROMO",0,315000
"2022-08-19",48500,"TANPA_PROMO",0,48500
"2022-08-27",390000,"TANPA_PROMO",0,390000
"2022-08-02",49592,"TANPA_PROMO",0,49592
"2022-08-12",3750,"TANPA_PROMO",0,3750
"2022-08-18",195000,"GRATIS_ONGKIR",5000,190000
"2022-08-10",1950000,"TANPA_PROMO",0,1950000
"2022-08-06",555000,"TANPA_PROMO",0,555000
"2022-08-05",35500,"TANPA_PROMO",0,35500
"2022-08-02",240500,"TANPA_PROMO",0,240500
"2022-08-30",7140,"GRATIS_ONGKIR",5000,2140
"2022-08-30",2199800,"TANPA_PROMO",0,2199800
"2022-08-01",390000,"AWAL_GAJIAN",15000,375000
"2022-08-29",507000,"TANPA_PROMO",0,507000
"2022-08-27",148520,"GRATIS_ONGKIR",5000,143520
"2022-08-22",88920,"TANPA_PROMO",0,88920
"2022-08-21",85000,"TANPA_PROMO",0,85000
"2022-08-16",30999,"GRATIS_ONGKIR",5000,25999
"2022-08-26",99000,"TANPA_PROMO",0,99000
"2022-08-04",385800,"GRATIS_ONGKIR",5000,380800
"2022-08-29",578700,"GRATIS_ONGKIR",5000,573700
"2022-08-05",93300,"TANPA_PROMO",0,93300
"2022-08-24",438000,"GRATIS_ONGKIR",5000,433000
"2022-08-30",171000,"TANPA_PROMO",0,171000
"2022-08-08",356644,"GRATIS_ONGKIR",5000,351644
"2022-08-11",345000,"TANPA_PROMO",0,345000
"2022-08-12",9748,"TANPA_PROMO",0,9748
"2022-08-20",31000,"GRATIS_ONGKIR",5000,26000
"2022-08-12",37386,"GRATIS_ONGKIR",5000,32386
"2022-08-07",231000,"TANPA_PROMO",0,231000
"2022-08-11",124900,"TANPA_PROMO",0,124900
"2022-08-05",2050000,"TANPA_PROMO",0,2050000
"2022-08-31",1350000,"TANPA_PROMO",0,1350000
"2022-08-24",143664,"TANPA_PROMO",0,143664
"2022-08-06",71000,"GRATIS_ONGKIR",5000,66000
"2022-08-04",124800,"TANPA_PROMO",0,124800
"2022-08-04",252450,"GRATIS_ONGKIR",5000,247450
"2022-08-28",295500,"TANPA_PROMO",0,295500
"2022-08-29",75000,"GRATIS_ONGKIR",5000,70000
"2022-08-16",81180,"TANPA_PROMO",0,81180
"2022-08-31",57000,"GRATIS_ONGKIR",5000,52000
"2022-08-29",597000,"GRATIS_ONGKIR",5000,592000
"2022-08-08",34000,"GRATIS_ONGKIR",5000,29000
"2022-08-20",165000,"TANPA_PROMO",0,165000
"2022-08-21",92000,"GRATIS_ONGKIR",5000,87000
"2022-08-20",164445,"TANPA_PROMO",0,164445
"2022-08-19",55200,"TANPA_PROMO",0,55200
"2022-08-01",47900,"AWAL_GAJIAN",15000,32900
"2022-08-07",29900,"GRATIS_ONGKIR",5000,24900
"2022-08-09",104000,"GRATIS_ONGKIR",5000,99000
"2022-08-04",37990,"TANPA_PROMO",0,37990
"2022-08-10",72680,"GRATIS_ONGKIR",5000,67680
"2022-08-15",267000,"TANPA_PROMO",0,267000
"2022-08-08",135000,"TANPA_PROMO",0,135000
"2022-08-23",85500,"TANPA_PROMO",0,85500
"2022-08-18",149900,"TANPA_PROMO",0,149900
"2022-08-17",398000,"GRATIS_ONGKIR",5000,393000
"2022-08-18",299999,"TANPA_PROMO",0,299999
"2022-08-20",30000,"GRATIS_ONGKIR",5000,25000
"2022-08-29",189900,"TANPA_PROMO",0,189900
"2022-08-08",18693,"TANPA_PROMO",0,18693
"2022-08-31",2380,"TANPA_PROMO",0,2380
"2022-08-01",159000,"TANPA_PROMO",0,159000
"2022-08-08",318000,"GRATIS_ONGKIR",5000,313000
"2022-08-22",199800,"TANPA_PROMO",0,199800
"2022-08-06",77250,"GRATIS_ONGKIR",5000,72250
"2022-08-04",179000,"TANPA_PROMO",0,179000
"2022-08-30",93000,"GRATIS_ONGKIR",5000,88000
"2022-08-02",17900,"GRATIS_ONGKIR",5000,12900
"2022-08-14",62200,"TANPA_PROMO",0,62200
"2022-08-21",36910,"TANPA_PROMO",0,36910
"2022-08-23",122052,"GRATIS_ONGKIR",5000,117052
"2022-08-28",171000,"GRATIS_ONGKIR",5000,166000
"2022-08-25",159000,"GRATIS_ONGKIR",5000,154000
"2022-08-21",168000,"GRATIS_ONGKIR",5000,163000
"2022-08-31",131000,"GRATIS_ONGKIR",5000,126000
"2022-08-15",84150,"GRATIS_ONGKIR",5000,79150
"2022-08-28",296907,"TANPA_PROMO",0,296907
"2022-08-17",599997,"TUJUHBELASAN",10000,589997
"2022-08-05",318000,"TANPA_PROMO",0,318000
"2022-08-26",70000,"GRATIS_ONGKIR",5000,65000
"2022-08-25",3700,"GRATIS_ONGKIR",5000,-1300
"2022-08-14",296250,"GRATIS_ONGKIR",5000,291250
"2022-08-10",139800,"GRATIS_ONGKIR",5000,134800
"2022-08-03",205000,"TANPA_PROMO",0,205000
"2022-08-05",447000,"GRATIS_ONGKIR",5000,442000
"2022-08-19",154440,"TANPA_PROMO",0,154440
"2022-08-07",119998,"TANPA_PROMO",0,119998
"2022-08-21",107728,"TANPA_PROMO",0,107728
"2022-08-03",123200,"GRATIS_ONGKIR",5000,118200
"2022-08-01",130000,"TANPA_PROMO",0,130000
"2022-08-02",193800,"GRATIS_ONGKIR",5000,188800
"2022-08-02",22000,"TANPA_PROMO",0,22000
"2022-09-21",140826,"TANPA_PROMO",0,140826
"2022-09-03",555000,"GRATIS_ONGKIR",5000,550000
"2022-09-25",110000,"TANPA_PROMO",0,110000
"2022-09-23",218000,"TANPA_PROMO",0,218000
"2022-09-26",156000,"GRATIS_ONGKIR",5000,151000
"2022-09-26",417000,"TANPA_PROMO",0,417000
"2022-09-15",321000,"GRATIS_ONGKIR",5000,316000
"2022-09-10",275000,"GRATIS_ONGKIR",5000,270000
"2022-09-05",180000,"TANPA_PROMO",0,180000
"2022-09-23",300000,"TANPA_PROMO",0,300000
"2022-09-07",252450,"TANPA_PROMO",0,252450
"2022-09-28",390000,"GRATIS_ONGKIR",5000,385000
"2022-09-05",75000,"TANPA_PROMO",0,75000
"2022-09-06",179700,"TANPA_PROMO",0,179700
"2022-09-24",76000,"TANPA_PROMO",0,76000
"2022-09-23",2199800,"TANPA_PROMO",0,2199800
"2022-09-24",435000,"GRATIS_ONGKIR",5000,430000
"2022-09-22",472500,"GRATIS_ONGKIR",5000,467500
"2022-09-19",716000,"GRATIS_ONGKIR",5000,711000
"2022-09-14",97500,"TANPA_PROMO",0,97500
"2022-09-23",194700,"GRATIS_ONGKIR",5000,189700
"2022-09-12",109800,"TANPA_PROMO",0,109800
"2022-09-01",250000,"GRATIS_ONGKIR",5000,245000
"2022-09-06",338850,"GRATIS_ONGKIR",5000,333850
"2022-09-27",36975,"TANPA_PROMO",0,36975
"2022-09-04",411000,"TANPA_PROMO",0,411000
"2022-09-23",131746,"TANPA_PROMO",0,131746
"2022-09-26",177000,"GRATIS_ONGKIR",5000,172000
"2022-09-11",1074000,"GRATIS_ONGKIR",5000,1069000
"2022-09-27",185000,"GRATIS_ONGKIR",5000,180000
"2022-09-21",88000,"GRATIS_ONGKIR",5000,83000
"2022-09-14",112000,"TANPA_PROMO",0,112000
"2022-09-02",52000,"TANPA_PROMO",0,52000
"2022-09-05",170000,"GRATIS_ONGKIR",5000,165000
"2022-09-30",225900,"GRATIS_ONGKIR",5000,220900
"2022-09-12",218000,"GRATIS_ONGKIR",5000,213000
"2022-09-27",50000,"GRATIS_ONGKIR",5000,45000
"2022-09-18",345000,"TANPA_PROMO",0,345000
"2022-09-29",299999,"TANPA_PROMO",0,299999
"2022-09-04",220000,"GRATIS_ONGKIR",5000,215000
"2022-09-24",1320000,"TANPA_PROMO",0,1320000
"2022-09-08",37500,"TANPA_PROMO",0,37500
"2022-09-02",270000,"TANPA_PROMO",0,270000
"2022-09-28",107728,"TANPA_PROMO",0,107728
"2022-09-12",249000,"GRATIS_ONGKIR",5000,244000
"2022-09-19",9748,"TANPA_PROMO",0,9748
"2022-09-04",581400,"GRATIS_ONGKIR",5000,576400
"2022-09-24",96994,"TANPA_PROMO",0,96994
"2022-09-16",281940,"GRATIS_ONGKIR",5000,276940
"2022-09-30",256000,"TANPA_PROMO",0,256000
"2022-09-28",7500,"TANPA_PROMO",0,7500
"2022-09-17",145360,"TANPA_PROMO",0,145360
"2022-09-30",90000,"GRATIS_ONGKIR",5000,85000
"2022-09-25",51480,"GRATIS_ONGKIR",5000,46480
"2022-09-17",260000,"GRATIS_ONGKIR",5000,255000
"2022-09-28",538000,"GRATIS_ONGKIR",5000,533000
"2022-09-01",59280,"GRATIS_ONGKIR",5000,54280
"2022-09-21",300000,"TANPA_PROMO",0,300000
"2022-09-07",193800,"GRATIS_ONGKIR",5000,188800
"2022-09-21",275000,"GRATIS_ONGKIR",5000,270000
"2022-09-15",260000,"TANPA_PROMO",0,260000
"2022-09-10",39405,"TANPA_PROMO",0,39405
"2022-09-20",2199800,"GRATIS_ONGKIR",5000,2194800
"2022-09-24",90000,"GRATIS_ONGKIR",5000,85000
"2022-09-24",327000,"GRATIS_ONGKIR",5000,322000
"2022-09-09",50000,"GRATIS_ONGKIR",5000,45000
"2022-09-11",405000,"TANPA_PROMO",0,405000
"2022-09-12",169000,"GRATIS_ONGKIR",5000,164000
"2022-09-14",337500,"GRATIS_ONGKIR",5000,332500
"2022-09-25",65500,"GRATIS_ONGKIR",5000,60500
"2022-09-26",22900,"TANPA_PROMO",0,22900
"2022-09-25",959700,"TANPA_PROMO",0,959700
"2022-09-27",498000,"GRATIS_ONGKIR",5000,493000
"2022-09-14",193800,"GRATIS_ONGKIR",5000,188800
"2022-09-01",60500,"AWAL_GAJIAN",15000,45500
"2022-09-18",64000,"TANPA_PROMO",0,64000
"2022-09-28",222000,"TANPA_PROMO",0,222000
"2022-09-07",184800,"TANPA_PROMO",0,184800
"2022-09-13",29700,"TANPA_PROMO",0,29700
"2022-09-20",1437000,"GRATIS_ONGKIR",5000,1432000
"2022-09-25",57000,"TANPA_PROMO",0,57000
"2022-09-10",193800,"GRATIS_ONGKIR",5000,188800
"2022-09-21",118000,"GRATIS_ONGKIR",5000,113000
"2022-09-30",151800,"TANPA_PROMO",0,151800
"2022-09-03",284000,"GRATIS_ONGKIR",5000,279000
"2022-09-27",585000,"TANPA_PROMO",0,585000
"2022-09-09",17400,"TANPA_PROMO",0,17400
"2022-09-22",168999,"GRATIS_ONGKIR",5000,163999
"2022-09-01",189900,"TANPA_PROMO",0,189900
"2022-09-01",102000,"GRATIS_ONGKIR",5000,97000
"2022-09-20",53864,"GRATIS_ONGKIR",5000,48864
"2022-09-26",1020000,"GRATIS_ONGKIR",5000,1015000
"2022-09-28",119800,"GRATIS_ONGKIR",5000,114800
"2022-09-06",155046,"TANPA_PROMO",0,155046
"2022-09-25",186000,"GRATIS_ONGKIR",5000,181000
"2022-09-05",65700,"GRATIS_ONGKIR",5000,60700
"2022-09-17",187200,"TANPA_PROMO",0,187200
"2022-09-11",370000,"GRATIS_ONGKIR",5000,365000
"2022-09-22",260000,"TANPA_PROMO",0,260000
"2022-09-05",20000,"TANPA_PROMO",0,20000
"2022-09-11",1000,"TANPA_PROMO",0,1000
"2022-09-09",109000,"GRATIS_ONGKIR",5000,104000
"2022-09-27",170000,"GRATIS_ONGKIR",5000,165000
"2022-09-19",170050,"GRATIS_ONGKIR",5000,165050
"2022-09-29",25000,"GRATIS_ONGKIR",5000,20000
"2022-09-13",297000,"TANPA_PROMO",0,297000
